-108	-559	-91
-112	-553	-93
-114	-549	-95
-111	-554	-93
-114	-554	-90
-121	-553	-83
-120	-548	-88
-121	-551	-84
-127	-550	-88
-124	-550	-87
-126	-551	-92
-121	-554	-97
-132	-549	-87
-125	-555	-92
-130	-555	-93
-137	-550	-94
-135	-554	-98
-129	-553	-99
-130	-555	-96
-123	-557	-98
-124	-560	-103
-116	-556	-97
-114	-548	-72
-115	-541	-63
-117	-540	-54
-112	-530	-54
-119	-526	-38
-115	-528	-36
-110	-526	-45
-108	-532	-42
-114	-533	-56
-108	-542	-70
-95	-560	-108
-83	-564	-143
-50	-562	-187
5	-551	-255
45	-506	-314
51	-476	-366
79	-437	-384
112	-377	-388
142	-296	-394
144	-213	-378
119	-142	-368
62	-72	-385
26	-43	-387
11	-15	-370
13	-3	-340
-7	8	-329
-18	29	-316
-7	36	-263
-3	40	-273
1	42	-271
2	38	-260
-3	37	-253
-5	42	-253
-1	37	-259
-4	36	-249
-10	51	-268
-8	39	-268
14	32	-280
18	24	-280
15	25	-288
18	31	-288
14	29	-281
19	27	-271
18	32	-265
13	34	-257
15	38	-246
16	32	-246
17	37	-241
13	37	-235
9	44	-222
6	38	-221
-1	45	-215
-2	45	-207
2	43	-209
0	49	-206
1	47	-211
-2	42	-205
2	50	-200
-2	44	-207
-7	49	-206
-2	49	-207
-6	48	-210
-2	45	-209
2	47	-216
3	48	-213
2	50	-214
4	46	-214
7	45	-210
4	46	-216
7	46	-220
5	46	-225
9	45	-223
6	45	-215
7	42	-227
10	41	-226
26	31	-233
103	-35	-266
144	-76	-266
172	-134	-275
184	-199	-305
189	-242	-316
196	-274	-298
202	-308	-283
204	-332	-244
203	-351	-207
195	-359	-185
193	-368	-176
186	-382	-165
176	-402	-162
171	-410	-155
178	-412	-171
179	-405	-167
180	-393	-163
186	-389	-168
191	-391	-172
192	-389	-178
191	-390	-175
194	-388	-171
194	-393	-178
203	-359	-206
215	-335	-224
210	-275	-277
191	-206	-311
165	-136	-333
140	-86	-331
111	-54	-324
81	-20	-315
39	14	-313
-34	37	-329
-82	48	-316
-130	40	-325
-205	37	-313
-241	26	-302
-262	13	-300
-296	-1	-292
-336	-39	-301
-381	-56	-253
-411	-85	-187
-418	-99	-198
-413	-89	-212
-414	-85	-224
-417	-99	-241
-427	-120	-247
-424	-121	-275
-421	-119	-291
-420	-99	-262
-424	-100	-260
-442	-118	-244
-453	-129	-229
-456	-144	-229
-455	-138	-229
-451	-135	-239
-449	-133	-246
-451	-120	-244
-446	-126	-249
-437	-118	-265
-423	-107	-275
-429	-110	-282
-425	-112	-284
-433	-112	-274
-425	-115	-284
-432	-118	-280
-432	-109	-270
-434	-113	-272
-437	-112	-264
-437	-115	-265
-439	-120	-257
-441	-116	-263
-440	-112	-260
-434	-113	-268
-435	-114	-264
-438	-112	-259
-434	-113	-258
-437	-109	-257
-439	-108	-261
-438	-101	-252
-435	-107	-264
-432	-95	-260
-425	-89	-226
-423	-85	-192
-435	-111	-165
-453	-144	-171
-461	-158	-171
-465	-158	-173
-451	-138	-201
-444	-113	-237
-407	-81	-298
-370	-73	-349
-352	-71	-371
-340	-63	-375
-329	-59	-379
-310	-60	-391
-283	-58	-405
-229	-77	-442
-183	-81	-455
-155	-85	-461
-133	-77	-448
-121	-69	-444
-117	-64	-446
-120	-56	-436
-118	-54	-436
-107	-61	-434
-101	-61	-438
-107	-58	-432
-112	-48	-431
-110	-48	-429
-108	-48	-422
-105	-55	-429
-107	-72	-442
-108	-94	-465
-112	-87	-464
-110	-100	-461
-117	-98	-463
-132	-91	-461
-129	-90	-454
-137	-90	-465
-139	-89	-463
-156	-94	-457
-156	-96	-458
-151	-94	-460
-148	-95	-462
-148	-92	-456
-145	-80	-449
-142	-64	-442
-134	-63	-445
-127	-57	-438
-128	-54	-443
-118	-59	-438
-106	-64	-448
-79	-82	-450
-55	-111	-467
-5	-147	-469
-13	-139	-464
-14	-150	-467
-3	-161	-468
12	-175	-472
5	-172	-471
9	-175	-473
7	-177	-467
13	-167	-473
10	-164	-468
9	-164	-465
11	-156	-469
-3	-162	-475
-5	-162	-470
-5	-170	-478
0	-176	-477
22	-190	-472
25	-190	-466
22	-195	-476
18	-213	-475
25	-223	-477
42	-234	-481
58	-235	-465
69	-277	-478
23	-305	-504
13	-328	-515
-16	-356	-520
-43	-373	-529
-43	-383	-529
-63	-392	-527
-69	-407	-530
-60	-397	-533
-65	-388	-542
-35	-382	-533
18	-406	-513
19	-404	-511
27	-406	-517
23	-404	-513
28	-403	-511
27	-400	-507
25	-391	-517
14	-367	-527
8	-369	-527
15	-373	-529
10	-377	-528
15	-375	-525
13	-372	-530
11	-372	-523
17	-373	-536
17	-376	-526
11	-368	-527
11	-370	-525
14	-370	-527
13	-372	-529
18	-364	-525
16	-369	-524
20	-378	-525
19	-377	-525
16	-368	-521
13	-374	-523
17	-370	-528
11	-372	-526
12	-372	-525
15	-368	-525
12	-374	-533
14	-374	-532
13	-369	-530
13	-373	-533
14	-376	-527
16	-372	-535
13	-375	-526
14	-373	-533
10	-371	-528
13	-371	-535
12	-367	-529
16	-372	-528
14	-370	-524
14	-373	-530
11	-374	-532
11	-369	-524
17	-375	-529
17	-377	-525
8	-370	-530
11	-376	-526
15	-367	-531
10	-370	-532
13	-374	-529
13	-372	-528
10	-369	-532
14	-365	-528
8	-370	-525
19	-376	-526
17	-374	-522
9	-369	-520
7	-375	-528
15	-372	-531
13	-368	-524
10	-373	-534
19	-369	-530
14	-366	-527
14	-371	-526
15	-372	-528
15	-366	-523
15	-372	-534
15	-370	-533
11	-372	-523
14	-371	-531
7	-368	-527
14	-370	-528
12	-370	-530
12	-367	-533
31	-374	-519
22	-408	-513
19	-441	-495
45	-460	-461
70	-479	-431
105	-471	-390
136	-469	-357
160	-465	-321
172	-452	-332
188	-449	-308
207	-435	-295
211	-419	-302
213	-404	-311
213	-399	-303
214	-409	-296
211	-413	-300
212	-414	-296
214	-418	-300
210	-417	-296
210	-413	-297
214	-412	-299
215	-420	-297
211	-415	-299
209	-419	-304
206	-415	-299
209	-423	-300
204	-422	-302
219	-416	-305
207	-422	-306
203	-423	-308
200	-422	-306
208	-420	-311
201	-419	-304
206	-420	-311
205	-423	-306
203	-421	-306
207	-421	-307
203	-423	-309
207	-425	-307
201	-435	-309
203	-422	-307
199	-424	-312
179	-420	-358
122	-421	-431
34	-431	-488
36	-422	-499
32	-422	-498
23	-408	-509
19	-407	-516
20	-409	-516
-90	-389	-551
-264	-371	-532
-248	-372	-545
-243	-363	-542
-238	-367	-550
-240	-370	-546
-240	-364	-549
-240	-363	-549
-237	-360	-544
-234	-370	-544
-254	-367	-543
-294	-361	-528
-362	-361	-489
-397	-359	-459
-422	-366	-428
-460	-361	-386
-471	-359	-358
-471	-358	-359
-473	-361	-363
-470	-361	-355
-473	-358	-360
-473	-362	-353
-473	-358	-357
-481	-360	-347
-475	-364	-354
-480	-366	-340
-475	-360	-340
-478	-358	-355
-476	-359	-353
-474	-359	-352
-478	-359	-356
-478	-357	-357
-474	-358	-355
-480	-359	-350
-473	-358	-347
-480	-364	-349
-476	-362	-351
-474	-358	-351
-481	-359	-346
-480	-355	-346
-476	-363	-338
-470	-361	-347
-480	-366	-348
-476	-363	-351
-470	-359	-351
-469	-360	-359
-462	-364	-381
-459	-369	-385
-460	-370	-389
-439	-362	-412
-374	-366	-475
-270	-358	-545
-83	-396	-557
16	-412	-520
14	-405	-524
20	-408	-530
12	-395	-527
0	-390	-532
7	-389	-534
-3	-391	-537
13	-389	-539
32	-398	-525
119	-419	-449
192	-393	-347
174	-322	-393
164	-238	-393
145	-148	-369
126	-78	-323
123	-62	-298
105	-36	-270
93	-26	-248
73	-7	-227
62	3	-220
56	7	-221
48	9	-214
47	14	-220
36	21	-225
63	6	-210
130	-65	-221
171	-131	-228
184	-155	-223
197	-172	-220
202	-208	-215
205	-228	-215
192	-195	-241
159	-117	-275
113	-63	-272
89	-32	-270
72	-19	-271
51	-2	-270
32	14	-263
22	15	-263
8	22	-265
-6	32	-253
-7	28	-253
-5	32	-250
-7	29	-252
-6	28	-253
-5	27	-243
-7	31	-250
-3	33	-249
-8	29	-248
-4	35	-246
-2	33	-247
-6	33	-244
-11	31	-246
-4	37	-238
-9	37	-232
1	27	-232
6	33	-230
0	32	-234
7	28	-229
5	28	-223
